sentence,year,label,,,
"equity prices also rose in most emerging market economies, with the stock market in china outperforming.",2015,2,neutral,not forward looking,certain
aggregate delinquency rates on cmbs backed by office properties continued to be elevated in november.,2024,0,dovish,not forward looking,certain
"in making these judgments, most policymakers emphasized the primacy of maintaining monetary control in setting the appropriate capacity of the on rrp facility for the time being; participants indicated that the committee's future decisions regarding the size and ultimate longevity of the facility should be largely driven by considerations of monetary control, although other factors, such as financial stability, should also be taken into account.",2016,1,hawkish,forward looking,uncertain
a number of policymakers were concerned that such an assertion could unduly constrain future adjustments to the stance of policy should the evidence emerging in coming months suggest that an appreciable firming would be appropriate.,2004,1,hawkish,forward looking,uncertain
"several meeting participants observed that, although the economy's sustainable potential output could not be observed directly or estimated with precision, historical patterns and recent data suggested that current levels of labor and product market resource utilization were in a zone consistent with little or no remaining economic slack.",2006,1,hawkish,not forward looking,uncertain
real residential construction contracted in november and december.,2009,3,irrelevant,not forward looking,certain
"both the share of workers employed part time for economic reasons and the rate of long-duration unemployment edged down in recent months, although both measures were still high.",2014,0,dovish,not forward looking,certain
"as a result, financial conditions generally eased appreciably early in the intermeeting period.",2012,0,dovish,not forward looking,certain
"it was agreed that the next meeting of the committee would be held on wednesday, november 12, 1997.",1997,3,irrelevant,forward looking,certain
"real gross domestic product (gdp) rose in the third quarter in japan, the euro area, and canada, and the pace of contraction in the united kingdom moderated substantially.",2009,2,neutral,not forward looking,certain
"although the price of natural gas had fallen because of continued plentiful inventories, retail gasoline prices surged, leading to a jump in overall energy prices for the month.",2006,1,hawkish,not forward looking,certain
"with regard to the medium-term outlook for monetary policy, all participants saw some further firming of the stance of monetary policy as likely to be warranted.",2018,1,hawkish,forward looking,certain
"however, they judged that purchases of longer-term treasury securities would only modestly improve conditions in private credit markets at present, and that completing already-announced plans to purchase large quantities of agency debt and mortgage-backed securities and to support certain asset-backed securities markets was, in current circumstances, likely to be a more effective way to employ the federal reserve balance sheet to support credit flows to, and spending by, households and businesses.",2009,0,dovish,forward looking,uncertain
"interest rates on intermediate-term treasury securities rose in response to the revision to policy expectations, but longer-term yields were little changed over the intermeeting period.",2005,1,hawkish,not forward looking,certain
financing conditions for commercial real estate generally remained tight.,2011,0,dovish,not forward looking,certain
total nonfarm payroll employment expanded in april and may at a faster rate than the average monthly pace during the previous two quarters.,2014,1,hawkish,not forward looking,certain
"the recent data on consumer price inflation were a little above staff expectations, but still indicated a slower increase in core prices compared with those of earlier in the year.",2009,1,hawkish,not forward looking,certain
"estimates of such equilibrium real interest rates were highly uncertain, but some participants reported that their estimates were currently unusually low by historical standards, reflecting, for example, factors weighing persistently on aggregate demand.",2015,0,dovish,forward looking,uncertain
"the external sector continued to represent a major source of downside risk; the economies of several industrial countries seemed to be weakening, and the outlook for several key emerging market economies remained in doubt, with a further loss of confidence and contagion from the latter a continuing threat.",1998,0,dovish,forward looking,uncertain
"moreover, the additional monetary policy tightening that would be necessitated by higher or more persistent inflation, and the potential for a greater tightening of financial conditions, represented a downside risk to the projection for real activity.",2023,1,hawkish,forward looking,uncertain
"against this background, all the members supported a proposal to maintain an unchanged policy stance and to adopt and announce an asymmetric directive that was tilted toward tightening.",1999,1,hawkish,forward looking,certain
"given that the balance of risks was seen as pointing to rising inflation over time, the members agreed that it was desirable to retain the tilt toward restraint in the directive.",1998,1,hawkish,forward looking,certain
manufacturers added slightly to their stocks after two quarters of inventory liquidation.,1999,2,neutral,not forward looking,certain
"over 2025 and 2026, real gdp growth was expected to rise about in line with potential, leaving the output gap roughly flat in those years.",2024,2,neutral,forward looking,certain
sales increases were particularly large at furniture and appliance stores and apparel outlets.,1998,2,neutral,not forward looking,certain
the committee's decision was widely anticipated and elicited little reaction in financial markets.,2003,2,neutral,not forward looking,certain
reports from homebuilders in many parts of the country were encouraging.,2013,2,neutral,not forward looking,certain
"members also agreed that the statement should convey that the committee will carefully assess incoming data, the evolving outlook, and the balance of risks and that it does not expect it will be appropriate to reduce the target range until it has gained greater confidence that inflation is moving sustainably toward 2 percent.",2024,1,hawkish,forward looking,certain
"meeting participants noted that real consumer spending had been weakening through the summer, responding to lower employment and tighter credit.",2008,0,dovish,not forward looking,certain
"they favored a stronger action to better address the stubbornly low inflation rates of the past several years, recognizing that the apparent low sensitivity of inflation to levels of resource utilization meant that a notably stronger real economy might be required to speed the return of inflation to the committee's inflation objective.",2019,0,dovish,forward looking,certain
"core pce price inflation had also moved up moderately over the past year, and, over the 12 months ending in october, it was 1.7 percent for a third consecutive month.",2016,2,neutral,not forward looking,certain
"in addition, participants reported hearing from contacts in a broad range of industries that shortages of materials and labor as well as supply chain challenges were limiting the ability of firms to keep up with demand.",2021,1,hawkish,not forward looking,certain
"and fourth, asset sales would be implemented within a framework that had been communicated to the public in advance, and at a pace that potentially could be adjusted in response to changes in economic or financial conditions.",2011,2,neutral,forward looking,uncertain
"however, with monetary policy assumed to remain highly accommodative, the staff continued to anticipate that real gdp growth would outpace growth in potential output over most of this period, leading to a decline in the unemployment rate to historically low levels.",2021,0,dovish,forward looking,certain
"although output in the mining sector—which includes crude oil extraction—had increased in january, available data indicated that output in this sector would decrease in february; the recent sharp declines in crude oil prices pointed to a reduction in mining-sector production over at least the near term.",2020,0,dovish,forward looking,uncertain
"the staff observed that the uncertainty related to the future course of the pandemic, the measures to control it, and the associated economic effects remained elevated.",2020,0,dovish,forward looking,uncertain
"several european banks announced large declines in third-quarter profits, in part reflecting write-downs of their holdings of greek sovereign debt.",2011,2,neutral,not forward looking,certain
"under these circumstances, the committee judged that the costs of growth turning out to be weaker than anticipated could be relatively high.",2009,0,dovish,forward looking,certain
they noted that the surge in prices of oil and other commodities associated with russia's invasion of ukraine was boosting gasoline and food prices and putting additional upward pressure on inflation.,2022,1,hawkish,not forward looking,certain
"participants commented that recent inflation data generally had come in above expectations and that, correspondingly, inflation was declining more slowly than they had previously been anticipating.",2022,1,hawkish,not forward looking,certain
"moreover, many of the factors that have been restraining the recovery, such as the large overhang of vacant houses, tight credit conditions, and elevated risk premiums, remained in place.",2011,0,dovish,forward looking,certain
"however, rates on high-yield private debt obligations fell only a little, and banks further tightened standards and terms on business loans, given the weakening outlook for profits.",2001,1,hawkish,not forward looking,certain
"in the multifamily sector, starts plunged in october to the slowest pace in almost six years.",2002,0,dovish,not forward looking,certain
"in contrast, spreads on commercial paper not eligible for purchase under the cpff remained elevated.",2008,1,hawkish,not forward looking,certain
"for 2000, the committee agreed on a tentative basis in june to retain the same ranges for growth of the monetary aggregates and debt, measured from the fourth quarter of 1999 to the fourth quarter of 2000.",1999,2,neutral,forward looking,certain
"staff review of the economic situation the information reviewed for the may 2-3 meeting indicated that the labor market strengthened further in march but that growth of real gross domestic product (gdp) slowed in the first quarter, with the slowing likely reflecting transitory factors.",2017,2,neutral,not forward looking,certain
the vote encompassed approval of the statement below to be released at 2:00 p.m.: information received since the federal open market committee met in september generally suggests that economic activity has continued to expand at a moderate pace.,2013,2,neutral,not forward looking,certain
"there was limited evidence of increased strains in unsecured, short-term dollar funding markets over the intermeeting period despite heightened concerns about the situation in europe.",2012,2,neutral,not forward looking,certain
"an apparent consequence of reduced income growth and of lower equity prices was a change in the mix of single-family homebuilding, with less emphasis on construction of high-priced homes.",2002,0,dovish,not forward looking,certain
"cre loan growth at banks was weak, on net, through february, consistent with tight bank lending standards.",2021,0,dovish,not forward looking,certain
"according to the staff projection, growth in the debt measure would be near the midpoint of the existing range over the period through 1997.",1996,2,neutral,forward looking,certain
the votes to renew the federal reserve's participation in these arrangements were taken at this meeting because provisions in the arrangements specify that the federal reserve provide six months' prior notice of an intention to terminate its participation.,2014,3,irrelevant,not forward looking,certain
the expected path of the federal funds rate moved down following the june fomc statement and the chair's postmeeting press conference.,2015,0,dovish,forward looking,uncertain
"in contrast, some other participants continued to express concern that a substantial undershooting of the longer-run normal rate of unemployment, if it was to occur, posed a significant upside risk to inflation, in part because of the possibility that the behavior of inflation could differ from that in recent decades.",2017,1,hawkish,forward looking,uncertain
"the projection for real gdp growth over the medium term was a little stronger, supported by the effects of a higher projected path for equity prices and a lower trajectory for interest rates.",2019,0,dovish,forward looking,certain
"moreover, participants expressed concern that a failure of inflation to moderate as expected could entail significant costs if an upward drift in inflation expectations ensued.",2006,1,hawkish,forward looking,uncertain
members believed that the economy probably would continue to operate with significant margins of slack in both labor and product markets.,2002,0,dovish,forward looking,uncertain
"moreover, some noted a risk that expected inflation might actually increase to an undesirably high level if the public does not understand that the federal reserve's liquidity facilities will be wound down and its balance sheet will shrink as economic and financial conditions improve.",2009,1,hawkish,forward looking,uncertain
"at its meeting on june 24-25, the committee adopted a directive that called for lowering the target for the intended federal funds rate 25 basis points, to 1 percent.",2003,0,dovish,not forward looking,certain
"nonetheless, with the significant under-utilization of resources expected to persist through 2011, the staff forecast core inflation to slow somewhat further over the next two years from the pace of the first half of 2009.",2009,0,dovish,forward looking,certain
"consumer price inflation, as measured by the 12‑month percentage change in the price index for personal consumption expenditures (pce), remained near 2 percent in june.",2018,2,neutral,not forward looking,certain
investors took particular note of the statement's indication that inflation was below the levels consistent with the fomc's dual mandate for maximum employment and price stability.,2010,0,dovish,not forward looking,certain
"in early november, market concerns about the fiscal outlook and ongoing federal budget negotiations seemed to intensify, prompting a notable reduction in equity prices and yields on treasury securities.",2012,1,hawkish,forward looking,uncertain
"rates moved lower immediately after the policy easing action, and most fell still more on balance over the remainder of the intermeeting interval in response to incoming information about the economy and the prospects for fiscal policy, at least in the near term.",1996,0,dovish,not forward looking,certain
conditions in consumer credit markets were little changed and generally remained accommodative.,2016,0,dovish,not forward looking,certain
"as experience had shown, at times of economic and financial market stress the specific policy tools used would depend on circumstances.",2003,2,neutral,forward looking,uncertain
"higher equity prices appeared to result not only from generally better-than-expected corporate earnings, which seemed largely to reflect aggressive cost cutting, but also from a reduction in the perceived risk of extremely adverse outcomes and a consequent increase in investors' appetite for riskier assets.",2009,0,dovish,not forward looking,certain
some participants noted the importance of clearly communicating to the public the conditions that would warrant an increase in the policy rate.,2016,2,neutral,forward looking,certain
leveraged loan issuance was also strong in july and august.,2021,2,neutral,not forward looking,certain
"moreover, with both core and headline inflation having been somewhat elevated, participants expressed some concern that inflation expectations might become less firmly anchored.",2008,1,hawkish,not forward looking,uncertain
the statement also reiterated the committee's intention to extend the average maturity of its securities holdings as announced in june.,2012,0,dovish,forward looking,certain
"recent increases in house prices and equity prices were positives, but participants generally expected no more than moderate growth in consumer spending over the near term.",2009,2,neutral,forward looking,uncertain
"conditions in the agricultural sector reportedly improved somewhat, but contacts were concerned about the effect of potentially higher tariffs on their exports.",2018,2,neutral,not forward looking,certain
the committee anticipates that inflation over the medium term will run at or below the rate that it judges most consistent with its dual mandate.,2012,0,dovish,forward looking,certain
"a vast majority of participants revised up their projections for real gdp growth this year compared with the projections they had submitted in march, citing stronger consumer demand and improvements in vaccination rates as the primary reasons for these upgrades.",2021,1,hawkish,forward looking,certain
"excluding food and energy items, consumer prices were up modestly over the november- december period and for all of 1995 advanced slightly more than in 1994.",1996,2,neutral,not forward looking,certain
the near-term forecast for core pce price inflation was essentially unrevised.,2017,2,neutral,forward looking,certain
"on november 17, the board of governors announced a reduction in the maximum maturity of loans available under the discount window's primary credit program from 90 days to 28 days, effective january 14, 2010.",2009,1,hawkish,forward looking,certain
"additionally, all principal payments from the federal reserve's holdings of agency debt and agency mbs would be reinvested in agency mbs.",2020,0,dovish,forward looking,certain
"the staff forecast prepared for this meeting suggested that, in light of further weaker-than-expected incoming economic data, the expansion of economic activity would be relatively muted for some time.",2002,0,dovish,forward looking,certain
the nominal u.s. international trade deficit remained about unchanged in june before narrowing in july.,2019,2,neutral,not forward looking,certain
"committee policy action in their discussion of monetary policy for the period ahead, committee members agreed that no changes to the committee's asset purchase program or to its target range for the federal funds rate were warranted at this meeting.",2011,2,neutral,not forward looking,certain
"business-sector debt was increasing briskly, as the expansion of business loans remained robust.",2006,1,hawkish,not forward looking,certain
"participants' views on current conditions and the economic outlook in conjunction with this fomc meeting, participants submitted their projections of the most likely outcomes for real gdp growth, the unemployment rate, and inflation for each year from 2024 through 2026 and over the longer run.",2024,2,neutral,forward looking,certain
several participants remarked that the committee's balance sheet plans indicated that it would slow and then stop the decline in the size of the balance sheet when reserve balances are somewhat above the level judged consistent with ample reserves.,2023,0,dovish,forward looking,certain
"another view was that financial stability risks at present are moderate and that the largest banks would continue to maintain very substantial capital cushions in light of a range of regulatory requirements, including rigorous stress tests.",2019,2,neutral,not forward looking,certain
"committee policy action in their discussion of monetary policy for the period ahead, members agreed that it would be appropriate to maintain the target range of 0 to 1/4 percent for the federal funds rate.",2010,2,neutral,not forward looking,certain
members noted the considerable uncertainty about the outcome of the vote and its potential economic and financial market consequences.,2016,2,neutral,forward looking,uncertain
"some important measures of price inflation, after adjustment to exclude their volatile food and energy components, had shown a flat or even a declining trend in recent quarters.",1996,0,dovish,not forward looking,certain
"some modest year-end pressures were observed in repurchase agreement markets, but they dissipated by early january.",2011,2,neutral,not forward looking,certain
"once balance sheet runoff has ceased, reserve balances will likely continue to decline for a time, reflecting growth in other federal reserve liabilities, until the committee judges that reserve balances are at an ample level.",2022,1,hawkish,forward looking,uncertain
"in china, real gross domestic product (gdp) increased at a higher-than-expected annual rate in the first quarter as the economic recovery remained broad based, with industrial production, investment, and domestic demand continuing to grow briskly.",2010,2,neutral,not forward looking,certain
"after being roughly flat over most of the intermeeting period, initial claims for unemployment insurance rose moderately toward the end of the period but remained at a level consistent with further moderate job gains in the coming months.",2012,2,neutral,forward looking,uncertain
"the staff viewed the uncertainty around its december projections for real gdp growth, the unemployment rate, and inflation as similar to the average of the past 20 years.",2015,2,neutral,forward looking,uncertain
"however, they noted some loosening of terms for both securities financing and over-the-counter derivatives transactions, on net, over the previous three months for certain classes of clients--including hedge funds, institutional investors, and nonfinancial corporations--and intensified efforts by those clients to negotiate more-favorable terms.",2010,0,dovish,not forward looking,certain
most participants judged that long-term inflation expectations either were already below the committee's 2 percent goal or could decline below the level consistent with that goal should there be a continuation of the pattern of inflation coming in persistently below 2 percent.,2019,0,dovish,forward looking,uncertain
"consumer spending, however, showed some signs of weakening.",2005,0,dovish,not forward looking,uncertain
"members observed that price inflation had remained subdued, and by some measures had declined, in recent months despite very tight labor markets and indications of somewhat faster increases in labor compensation.",1998,0,dovish,not forward looking,certain
"it was agreed that the next meeting of the committee would be held on tuesday, september 18, 2007.",2007,3,irrelevant,forward looking,certain
"it was agreed that the next meeting of the committee would be held on tuesday, may 4, 2004.",2004,3,irrelevant,forward looking,certain
"in april, the deficit widened as imports recovered somewhat, but it remained narrower than its first-quarter average.",2016,2,neutral,not forward looking,certain
the vote also encompassed approval of the statement below to be released at 2:00 p.m.: information received since the federal open market committee met in october suggests that economic activity has been expanding at a moderate pace.,2015,2,neutral,forward looking,uncertain
"delinquency rates for consumer debt edged down further in recent months, with delinquency rates on some categories moving back to pre-crisis levels.",2011,0,dovish,not forward looking,certain
all agreed that the path of short-term rates going forward would be dependent on the evolution of the economic outlook.,2009,2,neutral,forward looking,certain
"in part, worker willingness to accept compara- tively limited increases in compensation could be attributed to the apparent rise in insecurity about the permanence of jobs or the availability of alternative jobs, but the reasons were not fully understood.",1996,0,dovish,not forward looking,uncertain
the u.s. trade deficit in goods and services widened significantly over the october-november period from its average for the third quarter.,2000,1,hawkish,not forward looking,certain
the expansion of broad measures of money had moderated in recent months.,1999,2,neutral,not forward looking,certain
"the unemployment rate was 7.6 percent in march, a little below its average in the fourth quarter of last year.",2013,2,neutral,not forward looking,certain
"the decline in imports was led by lower imports of non-oil industrial supplies, capital goods, and automotive products, although these declines were partly offset by an increase in the value of oil imports.",2008,2,neutral,not forward looking,certain
the contraction was reflected in widespread declines in payroll employment and industrial production.,2009,0,dovish,not forward looking,certain
"the staff analysis suggested that further strong gains in income, along with the surge in household net worth over the past several years, would support brisk, though gradually diminishing, gains in consumer spending.",1998,2,neutral,forward looking,certain
"it was agreed that the next meeting of the committee would be held on tuesday–wednesday, july 25–26, 2023.",2023,3,irrelevant,forward looking,certain
"for the year through april, both aggregates expanded at rates appreciably above the upper bounds of their respective ranges for the year.",1997,1,hawkish,not forward looking,certain
the vote encompassed approval of the statement below to be released at 2:00 p.m.: information received since the federal open market committee met in january suggests a return to moderate economic growth following a pause late last year.,2013,2,neutral,not forward looking,certain
"in addition, all but one member agreed to replace the date-based guidance with economic thresholds indicating that the exceptionally low range for the federal funds rate would remain appropriate at least as long as the unemployment rate remains above 6½ percent, inflation between one and two years ahead is projected to be no more than a half percentage point above the committee's longer-run goal, and longer-term inflation expectations continue to be well anchored.",2012,0,dovish,forward looking,certain
manufacturing production was unchanged in june.,2011,2,neutral,not forward looking,certain
"the intermeeting averages of the effective federal funds rate and the secured overnight financing rate remained unchanged from the previous intermeeting period averages, at 9 basis points and 8 basis points, respectively.",2020,2,neutral,not forward looking,certain
"starts for new single-family homes decreased in march, but the average pace in the first quarter was little changed from the fourth quarter.",2018,2,neutral,not forward looking,certain
participants generally reported that their business contacts were optimistic about the economic outlook.,2018,0,dovish,forward looking,uncertain
"inflation had been subdued in recent months, there was little evidence of wage or cost pressures, and longer-term inflation expectations had remained stable.",2012,0,dovish,forward looking,uncertain
"to further its long-run objectives, the committee in the immediate future seeks conditions in reserve markets consistent with reducing the federal funds rate to an average of around 3-1/2 percent.",2001,0,dovish,forward looking,certain
"the u.s. international trade deficit narrowed sharply in february, as imports fell more than exports.",2015,2,neutral,not forward looking,certain
"a substantial majority now viewed the near-term risks to the economic outlook as roughly balanced, with several of them indicating the risks from brexit had receded.",2016,2,neutral,forward looking,uncertain
"other forward-looking indicators, such as subdued readings from surveys of business conditions and capital spending plans, also pointed toward roughly flat real expenditures for business equipment in the near term.",2012,0,dovish,forward looking,certain
"in november, the euro-area and u.k. purchasing managers indexes for services were well below their level over the first half of the year; nevertheless they pointed to moderate expansion.",2007,2,neutral,not forward looking,certain
"moreover, they were concerned that, despite the improvement in labor market conditions, the new language might be misinterpreted as indicating increased concern about underutilization of labor resources.",2014,0,dovish,not forward looking,uncertain
"in the ensuing discussion, participants considered the advantages and disadvantages of alternative approaches to reinvestment.",2015,2,neutral,not forward looking,certain
"manufacturing activity continued to generally outperform activity in the services sector, and manufactured exports from china and some other asian economies remained strong, especially to the united states.",2021,2,neutral,not forward looking,certain
"on net, the u.k. 10-year sovereign yield increased, though by less than the comparable yield in the united states, while the yield on german bunds was little changed.",2013,2,neutral,not forward looking,certain
the members also believed that the balance of risks remained weighted toward conditions that could generate economic weakness in the foreseeable future.,2001,0,dovish,forward looking,uncertain
"some forward-looking indicators of investment in e&s improved, suggesting that conditions had become less adverse than earlier in the year.",2009,0,dovish,forward looking,uncertain
"the committee then turned to a discussion of the economic and financial outlook, the ranges for the growth of money and debt in 1998, and the implementation of monetary policy over the intermeeting period ahead.",1998,2,neutral,not forward looking,certain
"going forward, participants expected a deceleration in house prices to contribute to an increase in the household saving rate and to weigh on consumption growth.",2006,2,neutral,forward looking,uncertain
"even so, the outlook for jobs and income and the buildup of financial wealth constituted favorable home affordability factors that appeared likely to support a continuing high level of housing demand, especially in the single-family sector.",1999,2,neutral,forward looking,uncertain
"u.s. real gdp was forecast to show a historically large decline in the second quarter of this year, and the unemployment rate was expected to be sharply higher than in the first quarter.",2020,0,dovish,forward looking,uncertain
financing conditions in the residential mortgage market remained accommodative over the intermeeting period.,2019,0,dovish,not forward looking,certain
"in this regard, members referred to earlier unsustainable rates of investment by many high-tech firms that were now obliged to retrench despite still high rates of growth in the demand for their products and services.",2001,1,hawkish,not forward looking,certain
yields on nominal u.s. treasury securities moved down in the early part of the intermeeting period but later retraced their declines.,2019,2,neutral,not forward looking,certain
"business sector debt advanced more slowly in the second quarter, although the expansion of business loans remained brisk and net issuance of corporate bonds was solid.",2006,2,neutral,not forward looking,certain
the staff also noted that the sustained growth of lending by banks to nonbank financial firms represented an increase in financial interconnectedness.,2019,2,neutral,not forward looking,certain
"in addition, retail investors evidently placed redemptions from equity and bond mutual funds into bank deposits and retail money market funds.",2011,2,neutral,not forward looking,certain
"equity prices had varied widely and were substantially lower, on net.",2008,0,dovish,not forward looking,certain
"spreads on most types of longer-tenor commercial paper and negotiable certificates of deposit narrowed, reportedly reflecting reduced market concerns about the effects of russia's invasion of ukraine, although some of the spreads remained slightly wider than those seen earlier this year.",2022,2,neutral,not forward looking,certain
"many participants noted that although the economic recovery had slowed recently and the august increase in payrolls had fallen short of expectations, the labor market had continued to show improvement since the committee's previous meeting.",2021,0,dovish,not forward looking,certain
"consistent with the decision made at the march meeting, the vote did not formally encompass the wording of the press statement to be released shortly after this meeting.",2003,3,irrelevant,not forward looking,certain
"developments in the banking sector later in the period were met with sharp reductions in treasury yields, particularly at shorter tenors.",2023,0,dovish,not forward looking,certain
"although some stabilization in housing markets was likely needed to help underpin an economic recovery in coming quarters, there was little indication that that process had yet begun.",2008,0,dovish,forward looking,uncertain
"however, several participants pointed out that the 3-month change in that index had firmed recently, signaling some improvement in the inflation outlook.",2015,0,dovish,forward looking,certain
another area of uncertainty was the outlook for fiscal and trade policies.,2018,2,neutral,not forward looking,uncertain
"core consumer price inflation remained subdued in october, although it was up from even lower levels in the first part of the year, when it was depressed by transitory factors.",2003,0,dovish,not forward looking,certain
"voting for this action: ben bernanke, william c. dudley, richard w. fisher, narayana kocherlakota, sandra pianalto, charles i. plosser, jerome h. powell, jeremy c. stein, daniel k. tarullo, and janet l. yellen.",2014,3,irrelevant,not forward looking,certain
total nonfarm payroll employment expanded at a solid pace in july and august.,2015,1,hawkish,not forward looking,certain
measures of hourly labor compensation continued to increase moderately with no sign of acceleration.,2008,2,neutral,forward looking,certain
"real gdp growth was expected to step down in 2022 and 2023 but still outpace that of potential over this period, leading to a decline in the unemployment rate to historically low levels, as monetary policy was assumed to remain highly accommodative.",2021,0,dovish,forward looking,certain
"consumer price inflation moved further below the fomc's longer-run objective of 2 percent, held down by continuing large decreases in energy prices.",2015,0,dovish,not forward looking,certain
yields on nominal treasury securities were little changed on net.,2019,2,neutral,not forward looking,certain
"labor markets continued to be very tight, but there were few signs of any acceleration in labor costs.",2000,2,neutral,not forward looking,certain
"in addition, some market participants pointed to heightened demand for federal funds at month end by some banks in connection with their efforts to meet liquidity coverage ratio requirements as contributing to upward pressure on the federal funds rate.",2019,1,hawkish,not forward looking,certain
"the committee's action at the january 30 meeting had been viewed by market participants as the most likely outcome, but near-term futures rates declined a few basis points as investors had placed some probability on a smaller policy move.",2008,0,dovish,forward looking,uncertain
"consumer credit continued to grow on a year-over-year basis, but the expansion of credit card and auto loan balances appeared to slow from the rapid pace that was evident through the end of last year.",2017,2,neutral,forward looking,uncertain
"the expansion in economic activity was anticipated to lead to a slow reduction in resource slack over the projection period, and the unemployment rate was expected to decline gradually to the staff's estimate of its longer-run natural rate.",2014,1,hawkish,forward looking,certain
"over the intermeeting period, market yields fluctuated in response to news about developments abroad, including greek debt negotiations.",2015,2,neutral,not forward looking,certain
"moreover, despite further declines in mortgage interest rates in recent months, other factors continued to restrain housing demand, including consumer pessimism about the outlook for jobs and income, the depressed rate of household formation, and tight underwriting standards for mortgages.",2010,0,dovish,not forward looking,certain
readings on economic activity in latin america were more mixed.,2008,2,neutral,not forward looking,certain
"with respect to the economic outlook and its implications for monetary policy, members continued to expect that, with gradual adjustments in the stance of monetary policy, economic activity would expand at a moderate pace and labor market indicators would strengthen somewhat further.",2016,0,dovish,forward looking,certain
"he did not believe that providing more monetary accommodation was the appropriate response to those changes in the economy, given the current policy framework.",2011,1,hawkish,not forward looking,certain
"the fair value of banks' longer-term fixed-rate assets, including loans, increased in the fourth quarter as longer-term interest rates decreased, though banks remained vulnerable to significant increases in longer-term interest rates.",2024,2,neutral,not forward looking,certain
the vote encompassed approval of the statement below to be released at 2:15 p.m.: information received since the federal open market committee met in april suggests that the pace of economic contraction is slowing.,2009,2,neutral,not forward looking,certain
"accordingly, a steady policy would not incur an unacceptable risk of a seriously deteriorating economic performance.",1998,2,neutral,not forward looking,certain
"one-month option-implied volatility on the s&p 500 index—the vix—increased moderately, on balance, remaining elevated relative to its historical distribution and significantly above average pre-pandemic levels.",2022,2,neutral,not forward looking,certain
"in addition, there was not complete consensus within the committee that headwinds were the only explanation for the low expected future path of policy rates.",2013,0,dovish,not forward looking,uncertain
"the upward pressure on consumer prices from increases in import and commodity prices earlier in the year, along with the temporary boost to motor vehicle prices from low inventories, were expected to recede further in the coming quarters.",2011,0,dovish,forward looking,certain
"most participants described labor market conditions as strong, noting that payroll gains had remained well above the pace regarded as consistent with absorbing new labor force entrants over time, the unemployment rate had stayed low, job openings had been high, or that initial claims for unemployment insurance benefits had been low.",2018,1,hawkish,not forward looking,certain
"except for oil, most sensitive commodity prices have risen only slightly after years of decline, the dollar remains strong, real short-term interest rates are near historical norms, and productivity growth has accelerated in recent quarters.",1999,2,neutral,not forward looking,certain
"for many emerging market economies, the recent slowing in growth of economic activity was most evident in exports, industrial production, and other indicators of manufacturing activity.",2011,0,dovish,not forward looking,certain
"on september 19, it announced the asset-backed commercial paper money market mutual fund liquidity facility (amlf), which extends nonrecourse loans at the primary credit rate to u.s. depository institutions and bank holding companies to finance the purchase of high-quality asset-backed commercial paper (abcp) from money market mutual funds.",2008,0,dovish,not forward looking,certain
"although spending on high-tech capital goods and software expanded at a robust pace in the third quarter, data on new orders and shipments in october pointed to more moderate growth in the fourth quarter.",2006,2,neutral,forward looking,certain
progress in reducing unemployment over the projection period was expected to be relatively slow.,2012,0,dovish,forward looking,certain
"most long-term interest rates changed little over the intermeeting period, but treasury bond yields moved up slightly on balance, apparently in response to incoming data suggesting stronger-than-expected economic growth.",1999,1,hawkish,not forward looking,certain
the information reviewed at this meeting suggested that the expansion in economic activity had slowed considerably after a very rapid advance in the first quarter.,1998,0,dovish,not forward looking,certain
"bond issuance by domestic corporations generally stayed strong, commercial and industrial loans on banks' books increased by a notable amount late in the fourth quarter, and issuance of leveraged loans and collateralized loan obligations generally continued apace.",2014,0,dovish,not forward looking,certain
"these participants cited, for example, the still-elevated levels of long-term unemployment and workers employed part time for economic reasons as well as low labor force participation.",2014,0,dovish,not forward looking,certain
participants agreed that falling prices for energy and other commodities and diminished economic activity had resulted in an appreciable reduction in inflationary pressures.,2008,0,dovish,not forward looking,certain
"however, the average effective federal funds rate was modestly higher than in the previous intermeeting period.",2016,1,hawkish,not forward looking,certain
"explanations tended to focus on the concerns about job security felt by many workers, the muted rise in the costs of worker benefits, notably for health care, and the increased use of innovative and highly targeted methods of compensation.",1997,0,dovish,not forward looking,certain
the deterioration in cre credit quality sparked investor concerns about the health of a few small u.s. and foreign banks over the intermeeting period.,2024,0,dovish,not forward looking,certain
"votes for this action: messrs. greenspan and geithner, ms. bies, messrs. ferguson, guynn, kohn, lacker, and olson, mses.",2006,3,irrelevant,not forward looking,certain
these positive factors were partly offset in the staff's medium-term gdp projection by higher projected paths for both longer-term interest rates and the foreign exchange value of the dollar.,2013,1,hawkish,forward looking,uncertain
a couple of participants noted the need to continue to monitor and evaluate the effects of balance sheet normalization on long-term interest rates and economic performance.,2017,2,neutral,not forward looking,certain
"results from the desk's july survey of primary dealers, conducted shortly before the july fomc meeting, indicated that market participants' expectations for the timing of the first increase in the federal funds rate and the subsequent policy path were largely unchanged from those reported in the survey taken just before the june meeting.",2014,2,neutral,not forward looking,certain
"as german yields fell to new record lows, spreads of most euro-area peripheral bonds over those yields narrowed.",2014,2,neutral,not forward looking,certain
"nevertheless, many firms evidently remained slow to expand hiring, in part because of rising benefit costs.",2004,0,dovish,not forward looking,certain
"although labor markets already were tight, inflation had remained relatively subdued, and there were no signs in price data that it was picking up.",1997,0,dovish,not forward looking,certain
